ticker,report_date,filing_date,accept_et,timing,source
ADP,2021-01-27,2021-01-27,2021-01-27 06:55 ET,bmo,8k
ADP,2021-04-28,2021-04-28,2021-04-28 06:56 ET,bmo,8k
ADP,2021-07-28,2021-07-28,2021-07-28 06:55 ET,bmo,8k
ADP,2021-10-27,2021-10-27,2021-10-27 06:55 ET,bmo,8k
ADP,2022-01-26,2022-01-26,2022-01-26 06:55 ET,bmo,8k
ADP,2022-04-27,2022-04-27,2022-04-27 06:55 ET,bmo,8k
ADP,2022-07-27,2022-07-27,2022-07-27 06:55 ET,bmo,8k
ADP,2022-10-26,2022-10-26,2022-10-26 06:55 ET,bmo,8k
ADP,2023-01-25,2023-01-25,2023-01-25 06:55 ET,bmo,8k
ADP,2023-04-26,2023-04-26,2023-04-26 06:55 ET,bmo,8k
ADP,2023-07-26,2023-07-26,2023-07-26 06:55 ET,bmo,8k
ADP,2023-10-25,2023-10-25,2023-10-25 06:55 ET,bmo,8k
ADP,2024-01-31,2024-01-31,2024-01-31 06:55 ET,bmo,8k
ADP,2024-05-01,2024-05-01,2024-05-01 06:55 ET,bmo,8k
ADP,2024-07-31,2024-07-31,2024-07-31 06:55 ET,bmo,8k
ADP,2024-10-30,2024-10-30,2024-10-30 06:55 ET,bmo,8k
ADP,2025-01-29,2025-01-29,2025-01-29 06:55 ET,bmo,8k
ADP,2025-04-30,2025-04-30,2025-04-30 06:57 ET,bmo,8k
ADP,2025-07-30,2025-07-30,2025-07-30 06:55 ET,bmo,8k
ADP,2025-10-29,2025-10-29,2025-10-29 06:55 ET,bmo,8k
ADP,2026-01-28,2026-01-28,2026-01-28 06:55 ET,bmo,8k
ADP,2026-04-29,2026-04-29,2026-04-29 06:55 ET,bmo,8k
ADSK,2018-03-06,2018-03-06,2018-03-06 16:01 ET,amc,8k
ADSK,2018-05-24,2018-05-24,2018-05-24 16:09 ET,amc,8k
ADSK,2018-08-23,2018-08-23,2018-08-23 16:01 ET,amc,8k
ADSK,2018-11-20,2018-11-20,2018-11-20 16:05 ET,amc,8k
ADSK,2019-02-28,2019-02-28,2019-02-28 16:02 ET,amc,8k
ADSK,2019-05-23,2019-05-23,2019-05-23 16:01 ET,amc,8k
ADSK,2019-08-27,2019-08-27,2019-08-27 16:01 ET,amc,8k
ADSK,2019-11-26,2019-11-26,2019-11-26 16:01 ET,amc,8k
ADSK,2020-02-27,2020-02-27,2020-02-27 16:01 ET,amc,8k
ADSK,2020-05-27,2020-05-27,2020-05-27 16:01 ET,amc,8k
ADSK,2020-08-25,2020-08-25,2020-08-25 16:01 ET,amc,8k
ADSK,2020-11-24,2020-11-24,2020-11-24 16:01 ET,amc,8k
ADSK,2021-02-25,2021-02-25,2021-02-25 16:07 ET,amc,8k
ADSK,2021-05-27,2021-05-27,2021-05-27 16:26 ET,amc,8k
ADSK,2021-08-25,2021-08-25,2021-08-25 16:07 ET,amc,8k
ADSK,2021-11-23,2021-11-23,2021-11-23 16:03 ET,amc,8k
ADSK,2022-02-24,2022-02-24,2022-02-24 16:03 ET,amc,8k
ADSK,2022-05-26,2022-05-26,2022-05-26 16:03 ET,amc,8k
ADSK,2022-08-24,2022-08-24,2022-08-24 16:04 ET,amc,8k
ADSK,2022-11-22,2022-11-22,2022-11-22 16:04 ET,amc,8k
ADSK,2023-02-23,2023-02-23,2023-02-23 16:05 ET,amc,8k
ADSK,2023-05-25,2023-05-25,2023-05-25 16:05 ET,amc,8k
ADSK,2023-08-23,2023-08-23,2023-08-23 16:03 ET,amc,8k
ADSK,2023-11-21,2023-11-21,2023-11-21 16:04 ET,amc,8k
ADSK,2024-06-11,2024-06-11,2024-06-11 16:05 ET,amc,8k
ADSK,2024-08-29,2024-08-29,2024-08-29 16:04 ET,amc,8k
ADSK,2024-11-26,2024-11-26,2024-11-26 16:05 ET,amc,8k
ADSK,2025-02-27,2025-02-27,2025-02-27 16:34 ET,amc,8k
ADSK,2025-05-22,2025-05-22,2025-05-22 16:01 ET,amc,8k
ADSK,2025-08-28,2025-08-28,2025-08-28 16:03 ET,amc,8k
ADSK,2025-11-25,2025-11-25,2025-11-25 16:03 ET,amc,8k
ADSK,2026-02-26,2026-02-26,2026-02-26 16:07 ET,amc,8k
ADSK,2026-05-28,2026-05-28,2026-05-28 16:14 ET,amc,8k
AEP,2018-01-25,2018-01-25,2018-01-25 07:12 ET,bmo,8k
AEP,2018-04-26,2018-04-26,2018-04-26 07:07 ET,bmo,8k
AEP,2018-07-25,2018-07-25,2018-07-25 07:07 ET,bmo,8k
AEP,2018-10-25,2018-10-25,2018-10-25 07:08 ET,bmo,8k
AEP,2019-01-24,2019-01-24,2019-01-24 07:12 ET,bmo,8k
AEP,2019-04-25,2019-04-25,2019-04-25 07:10 ET,bmo,8k
AEP,2019-07-25,2019-07-25,2019-07-25 07:10 ET,bmo,8k
AEP,2019-10-24,2019-10-24,2019-10-24 07:12 ET,bmo,8k
AEP,2020-02-20,2020-02-20,2020-02-20 07:06 ET,bmo,8k
AEP,2020-05-06,2020-05-06,2020-05-06 07:05 ET,bmo,8k
AEP,2020-08-06,2020-08-06,2020-08-06 07:04 ET,bmo,8k
AEP,2020-10-22,2020-10-22,2020-10-22 07:00 ET,bmo,8k
AEP,2021-02-25,2021-02-25,2021-02-25 07:03 ET,bmo,8k
AEP,2021-04-22,2021-04-22,2021-04-22 07:02 ET,bmo,8k
AEP,2021-07-22,2021-07-22,2021-07-22 07:01 ET,bmo,8k
AEP,2021-10-28,2021-10-28,2021-10-28 07:00 ET,bmo,8k
AEP,2022-02-24,2022-02-24,2022-02-24 07:00 ET,bmo,8k
AEP,2022-04-28,2022-04-28,2022-04-28 06:59 ET,bmo,8k
AEP,2022-07-27,2022-07-27,2022-07-27 07:00 ET,bmo,8k
AEP,2022-10-27,2022-10-27,2022-10-27 07:00 ET,bmo,8k
AEP,2023-02-23,2023-02-23,2023-02-23 07:01 ET,bmo,8k
AEP,2023-05-04,2023-05-04,2023-05-04 07:01 ET,bmo,8k
AEP,2023-07-27,2023-07-27,2023-07-27 07:00 ET,bmo,8k
AEP,2023-11-02,2023-11-02,2023-11-02 07:00 ET,bmo,8k
AEP,2024-02-26,2024-02-26,2024-02-26 16:37 ET,amc,8k
AEP,2024-04-30,2024-04-30,2024-04-30 07:01 ET,bmo,8k
AEP,2024-07-30,2024-07-30,2024-07-30 07:00 ET,bmo,8k
AEP,2024-11-06,2024-11-06,2024-11-06 07:01 ET,bmo,8k
AEP,2025-02-13,2025-02-13,2025-02-13 07:00 ET,bmo,8k
AEP,2025-05-06,2025-05-06,2025-05-06 07:04 ET,bmo,8k
AEP,2025-07-30,2025-07-30,2025-07-30 07:02 ET,bmo,8k
AEP,2025-10-29,2025-10-29,2025-10-29 07:02 ET,bmo,8k
AEP,2026-02-12,2026-02-12,2026-02-12 07:04 ET,bmo,8k
AEP,2026-05-05,2026-05-05,2026-05-05 07:03 ET,bmo,8k
AEP,2026-07-30,2026-07-30,2026-07-30 06:59 ET,bmo,8k
ALAB,2024-05-07,2024-05-07,2024-05-07 16:08 ET,amc,8k
ALAB,2024-08-06,2024-08-06,2024-08-06 16:08 ET,amc,8k
ALAB,2024-11-04,2024-11-04,2024-11-04 16:06 ET,amc,8k
ALAB,2025-02-10,2025-02-10,2025-02-10 16:13 ET,amc,8k
ALAB,2025-05-06,2025-05-06,2025-05-06 16:06 ET,amc,8k
ALAB,2025-08-05,2025-08-05,2025-08-05 16:08 ET,amc,8k
ALAB,2025-11-04,2025-11-04,2025-11-04 16:09 ET,amc,8k
ALAB,2026-02-10,2026-02-10,2026-02-10 16:09 ET,amc,8k
ALAB,2026-05-05,2026-05-05,2026-05-05 16:11 ET,amc,8k
ALNY,2018-02-08,2018-02-08,2018-02-08 08:15 ET,bmo,8k
ALNY,2018-05-03,2018-05-03,2018-05-03 16:15 ET,amc,8k
ALNY,2018-08-02,2018-08-02,2018-08-02 08:15 ET,bmo,8k
ALNY,2018-11-07,2018-11-07,2018-11-07 08:16 ET,bmo,8k
ALNY,2019-02-07,2019-02-07,2019-02-07 16:15 ET,amc,8k
ALNY,2019-05-01,2019-05-01,2019-05-01 08:45 ET,bmo,8k
ALNY,2019-08-06,2019-08-06,2019-08-06 08:15 ET,bmo,8k
ALNY,2019-10-31,2019-10-31,2019-10-31 08:10 ET,bmo,8k
ALNY,2020-02-06,2020-02-06,2020-02-06 08:28 ET,bmo,8k
ALNY,2020-05-06,2020-05-06,2020-05-06 08:10 ET,bmo,8k
ALNY,2020-08-06,2020-08-06,2020-08-06 08:10 ET,bmo,8k
ALNY,2020-11-05,2020-11-05,2020-11-05 08:10 ET,bmo,8k
ALNY,2021-02-11,2021-02-11,2021-02-11 08:10 ET,bmo,8k
ALNY,2021-04-29,2021-04-29,2021-04-29 08:12 ET,bmo,8k
ALNY,2021-08-03,2021-08-03,2021-08-03 08:10 ET,bmo,8k
ALNY,2021-10-28,2021-10-28,2021-10-28 08:11 ET,bmo,8k
ALNY,2022-02-10,2022-02-10,2022-02-10 08:10 ET,bmo,8k
ALNY,2022-04-28,2022-04-28,2022-04-28 08:10 ET,bmo,8k
ALNY,2022-07-28,2022-07-28,2022-07-28 08:10 ET,bmo,8k
ALNY,2022-10-27,2022-10-27,2022-10-27 08:10 ET,bmo,8k
ALNY,2023-02-23,2023-02-23,2023-02-23 08:10 ET,bmo,8k
ALNY,2023-05-04,2023-05-04,2023-05-04 08:10 ET,bmo,8k
ALNY,2023-08-03,2023-08-03,2023-08-03 08:10 ET,bmo,8k
ALNY,2023-11-02,2023-11-02,2023-11-02 08:10 ET,bmo,8k
ALNY,2024-02-15,2024-02-15,2024-02-15 08:10 ET,bmo,8k
ALNY,2025-01-13,2025-01-13,2025-01-13 07:31 ET,bmo,8k
ALNY,2025-07-31,2025-07-31,2025-07-31 08:05 ET,bmo,8k
ALNY,2025-10-30,2025-10-30,2025-10-30 08:06 ET,bmo,8k
ALNY,2026-02-12,2026-02-12,2026-02-12 08:05 ET,bmo,8k
ALNY,2026-04-30,2026-04-30,2026-04-30 08:04 ET,bmo,8k
ALNY,2026-07-30,2026-07-30,2026-07-30 08:06 ET,bmo,8k
AMAT,2018-02-14,2018-02-14,2018-02-14 16:09 ET,amc,8k
AMAT,2018-05-17,2018-05-17,2018-05-17 16:03 ET,amc,8k
AMAT,2018-08-16,2018-08-16,2018-08-16 16:07 ET,amc,8k
AMAT,2018-11-15,2018-11-15,2018-11-15 16:05 ET,amc,8k
AMAT,2019-02-14,2019-02-14,2019-02-14 16:03 ET,amc,8k
AMAT,2019-05-16,2019-05-16,2019-05-16 16:04 ET,amc,8k
AMAT,2019-08-15,2019-08-15,2019-08-15 16:03 ET,amc,8k
AMAT,2019-11-14,2019-11-14,2019-11-14 16:21 ET,amc,8k
AMAT,2020-02-12,2020-02-12,2020-02-12 16:03 ET,amc,8k
AMAT,2020-05-14,2020-05-14,2020-05-14 16:12 ET,amc,8k
AMAT,2020-08-13,2020-08-13,2020-08-13 16:06 ET,amc,8k
AMAT,2020-11-12,2020-11-12,2020-11-12 16:04 ET,amc,8k
AMAT,2021-02-18,2021-02-18,2021-02-18 16:05 ET,amc,8k
AMAT,2021-05-20,2021-05-20,2021-05-20 16:11 ET,amc,8k
AMAT,2021-08-19,2021-08-19,2021-08-19 16:04 ET,amc,8k
AMAT,2021-11-18,2021-11-18,2021-11-18 16:03 ET,amc,8k
AMAT,2022-02-16,2022-02-16,2022-02-16 16:03 ET,amc,8k
AMAT,2022-05-19,2022-05-19,2022-05-19 16:04 ET,amc,8k
AMAT,2022-08-18,2022-08-18,2022-08-18 16:04 ET,amc,8k
AMAT,2022-11-17,2022-11-17,2022-11-17 16:03 ET,amc,8k
AMAT,2023-02-16,2023-02-16,2023-02-16 16:05 ET,amc,8k
AMAT,2023-05-18,2023-05-18,2023-05-18 16:05 ET,amc,8k
AMAT,2023-08-17,2023-08-17,2023-08-17 16:03 ET,amc,8k
AMAT,2023-11-16,2023-11-16,2023-11-16 16:04 ET,amc,8k
AMAT,2024-02-15,2024-02-15,2024-02-15 16:03 ET,amc,8k
AMAT,2024-08-15,2024-08-15,2024-08-15 16:04 ET,amc,8k
AMAT,2024-11-14,2024-11-14,2024-11-14 16:04 ET,amc,8k
AMAT,2025-02-13,2025-02-13,2025-02-13 16:05 ET,amc,8k
AMAT,2025-05-15,2025-05-15,2025-05-15 16:03 ET,amc,8k
AMAT,2025-08-14,2025-08-14,2025-08-14 16:05 ET,amc,8k
AMAT,2025-11-13,2025-11-13,2025-11-13 16:03 ET,amc,8k
AMAT,2026-02-12,2026-02-12,2026-02-12 16:03 ET,amc,8k
AMAT,2026-05-14,2026-05-14,2026-05-14 16:03 ET,amc,8k
AMD,2018-02-27,2018-02-27,2018-02-27 16:31 ET,amc,8k
AMD,2018-04-25,2018-04-25,2018-04-25 16:17 ET,amc,8k
AMD,2018-07-25,2018-07-25,2018-07-25 16:41 ET,amc,8k
AMD,2018-10-24,2018-10-24,2018-10-24 16:32 ET,amc,8k
AMD,2019-01-29,2019-01-29,2019-01-29 16:19 ET,amc,8k
AMD,2019-04-30,2019-04-30,2019-04-30 16:21 ET,amc,8k
AMD,2019-07-30,2019-07-30,2019-07-30 16:21 ET,amc,8k
AMD,2019-10-29,2019-10-29,2019-10-29 17:11 ET,amc,8k
AMD,2020-01-28,2020-01-28,2020-01-28 16:17 ET,amc,8k
AMD,2020-04-28,2020-04-28,2020-04-28 16:29 ET,amc,8k
AMD,2020-07-28,2020-07-28,2020-07-28 16:20 ET,amc,8k
AMD,2020-10-27,2020-10-27,2020-10-27 06:34 ET,bmo,8k
AMD,2021-01-26,2021-01-26,2021-01-26 16:14 ET,amc,8k
AMD,2021-04-27,2021-04-27,2021-04-27 16:12 ET,amc,8k
AMD,2021-07-27,2021-07-27,2021-07-27 16:39 ET,amc,8k
AMD,2021-10-26,2021-10-26,2021-10-26 16:17 ET,amc,8k
AMD,2022-02-01,2022-02-01,2022-02-01 16:17 ET,amc,8k
AMD,2022-05-03,2022-05-03,2022-05-03 16:11 ET,amc,8k
AMD,2022-08-02,2022-08-02,2022-08-02 16:08 ET,amc,8k
AMD,2022-11-01,2022-11-01,2022-11-01 16:17 ET,amc,8k
AMD,2023-01-31,2023-01-31,2023-01-31 16:55 ET,amc,8k
AMD,2023-05-02,2023-05-02,2023-05-02 16:17 ET,amc,8k
AMD,2023-08-01,2023-08-01,2023-08-01 16:16 ET,amc,8k
AMD,2023-10-31,2023-10-31,2023-10-31 16:16 ET,amc,8k
AMD,2024-01-30,2024-01-30,2024-01-30 16:16 ET,amc,8k
AMD,2024-04-30,2024-04-30,2024-04-30 16:16 ET,amc,8k
AMD,2024-07-30,2024-07-30,2024-07-30 16:17 ET,amc,8k
AMD,2024-10-29,2024-10-29,2024-10-29 16:16 ET,amc,8k
AMD,2025-02-04,2025-02-04,2025-02-04 16:17 ET,amc,8k
AMD,2025-05-06,2025-05-06,2025-05-06 16:16 ET,amc,8k
AMD,2025-08-05,2025-08-05,2025-08-05 16:16 ET,amc,8k
AMD,2025-11-04,2025-11-04,2025-11-04 16:16 ET,amc,8k
AMD,2026-02-03,2026-02-03,2026-02-03 16:16 ET,amc,8k
AMD,2026-05-05,2026-05-05,2026-05-05 16:16 ET,amc,8k
AMGN,2018-02-01,2018-02-01,2018-02-01 16:18 ET,amc,8k
AMGN,2018-04-24,2018-04-24,2018-04-24 16:17 ET,amc,8k
AMGN,2018-07-26,2018-07-26,2018-07-26 16:14 ET,amc,8k
AMGN,2018-10-30,2018-10-30,2018-10-30 16:07 ET,amc,8k
AMGN,2019-01-29,2019-01-29,2019-01-29 16:09 ET,amc,8k
AMGN,2019-04-30,2019-04-30,2019-04-30 16:09 ET,amc,8k
AMGN,2019-07-30,2019-07-30,2019-07-30 16:05 ET,amc,8k
AMGN,2019-10-29,2019-10-29,2019-10-29 16:59 ET,amc,8k
AMGN,2020-01-30,2020-01-30,2020-01-30 16:13 ET,amc,8k
AMGN,2020-04-30,2020-04-30,2020-04-30 16:06 ET,amc,8k
AMGN,2020-07-28,2020-07-28,2020-07-28 16:05 ET,amc,8k
AMGN,2020-10-28,2020-10-28,2020-10-28 16:03 ET,amc,8k
AMGN,2021-02-02,2021-02-02,2021-02-02 16:13 ET,amc,8k
AMGN,2021-04-27,2021-04-27,2021-04-27 16:10 ET,amc,8k
AMGN,2021-08-03,2021-08-03,2021-08-03 16:18 ET,amc,8k
AMGN,2021-11-02,2021-11-02,2021-11-02 16:27 ET,amc,8k
AMGN,2022-02-07,2022-02-07,2022-02-07 16:16 ET,amc,8k
AMGN,2022-04-27,2022-04-27,2022-04-27 16:19 ET,amc,8k
AMGN,2022-08-04,2022-08-04,2022-08-04 16:37 ET,amc,8k
AMGN,2022-11-03,2022-11-03,2022-11-03 16:16 ET,amc,8k
AMGN,2023-01-31,2023-01-31,2023-01-31 16:15 ET,amc,8k
AMGN,2023-04-27,2023-04-27,2023-04-27 16:11 ET,amc,8k
AMGN,2023-08-03,2023-08-03,2023-08-03 16:12 ET,amc,8k
AMGN,2023-10-31,2023-10-31,2023-10-31 07:15 ET,bmo,8k
AMGN,2024-02-06,2024-02-06,2024-02-06 16:20 ET,amc,8k
AMGN,2024-05-02,2024-05-02,2024-05-02 16:03 ET,amc,8k
AMGN,2024-08-06,2024-08-06,2024-08-06 16:05 ET,amc,8k
AMGN,2024-10-30,2024-10-30,2024-10-30 16:06 ET,amc,8k
